,Unnamed: 0,underlying,type,expiration,quotedate,strike,bid,ask,volume,bs,garch,gp
7531,7531,SPXW,put,2019-11-08,2019-10-23,2350.0,0.05,0.15,6,1.6865958028226913e-13,0.0,0.0
7532,7532,SPXW,put,2019-11-08,2019-10-23,2375.0,0.05,0.2,12,2.438918179313191e-13,0.0,0.0
7533,7533,SPXW,put,2019-11-08,2019-10-23,2400.0,0.1,0.2,2,2.900982322746613e-12,0.0,0.0
7534,7534,SPXW,put,2019-11-08,2019-10-23,2430.0,0.15,0.25,90,5.6163183125052e-11,0.0,0.0
7535,7535,SPXW,put,2019-11-08,2019-10-23,2440.0,0.15,0.25,5000,1.413607699401344e-10,0.0,0.0
7536,7536,SPXW,put,2019-11-08,2019-10-23,2450.0,0.15,0.25,8,3.5018819759515125e-10,0.0,0.0
7537,7537,SPXW,put,2019-11-08,2019-10-23,2525.0,0.3,0.35,496,1.6731229268886753e-07,0.0,0.0
7538,7538,SPXW,put,2019-11-08,2019-10-23,2550.0,0.35,0.4,200,1.03636661555334e-06,0.0,0.0
7539,7539,SPXW,put,2019-11-08,2019-10-23,2590.0,0.4,0.5,600,1.5263314536092653e-05,0.0,0.0
7540,7540,SPXW,put,2019-11-08,2019-10-23,2630.0,0.5,0.6,55,0.0001719359197806,0.0,0.0134265723790916
7541,7541,SPXW,put,2019-11-08,2019-10-23,2640.0,0.55,0.6,10,0.0003025701765929,0.04472892791532304,0.0166809013910193
7542,7542,SPXW,put,2019-11-08,2019-10-23,2650.0,0.55,0.65,9,0.0005241882244065,0.010865672543563906,0.0111046927704094
7543,7543,SPXW,put,2019-11-08,2019-10-23,2660.0,0.6,0.7,187,0.0008942196268557,0.0025344465650679535,0.0170266356717903
7544,7544,SPXW,put,2019-11-08,2019-10-23,2675.0,0.7,0.75,2,0.0019364866876397,0.0011512037226499843,0.0309223606751154
7545,7545,SPXW,put,2019-11-08,2019-10-23,2680.0,0.7,0.8,4,0.0024866848687916,0.14365401020875976,0.0201899455009007
7546,7546,SPXW,put,2019-11-08,2019-10-23,2690.0,0.75,0.85,24,0.0040553425016361,0.0,0.0620124902991496
7547,7547,SPXW,put,2019-11-08,2019-10-23,2700.0,0.8,0.9,4438,0.0065178534700992,0.13253033981933537,0.0399504906191392
7548,7548,SPXW,put,2019-11-08,2019-10-23,2710.0,0.85,0.95,46,0.0103263137440607,0.0,0.0695416544147463
7549,7549,SPXW,put,2019-11-08,2019-10-23,2720.0,0.95,1.05,12,0.0161303267395189,0.012867932421817694,0.0413737799141767
7550,7550,SPXW,put,2019-11-08,2019-10-23,2725.0,0.95,1.05,7,0.0200547728577173,0.15186032309719824,0.0903551548922223
7551,7551,SPXW,put,2019-11-08,2019-10-23,2735.0,1.05,1.15,3,0.0306815152011212,0.073481611529264,0.1190911221051977
7552,7552,SPXW,put,2019-11-08,2019-10-23,2740.0,1.1,1.2,17,0.0377558934023527,0.08280030328240204,0.1417099715953153
7553,7553,SPXW,put,2019-11-08,2019-10-23,2750.0,1.15,1.3,36,0.0565999851380754,0.4586946748397119,0.1502259993676056
7554,7554,SPXW,put,2019-11-08,2019-10-23,2755.0,1.2,1.35,4360,0.06895464624652,0.23336598594714256,0.1393077956167071
7555,7555,SPXW,put,2019-11-08,2019-10-23,2760.0,1.3,1.4,16,0.0837299474492798,0.2618182588549868,0.224160917385356
7556,7556,SPXW,put,2019-11-08,2019-10-23,2770.0,1.4,1.55,1,0.1222568190388706,0.2573476391827183,0.3270934197404878
7557,7557,SPXW,put,2019-11-08,2019-10-23,2775.0,1.45,1.6,10,0.1470184763258242,0.4844476082145056,0.2774824890755329
7558,7558,SPXW,put,2019-11-08,2019-10-23,2780.0,1.55,1.65,13,0.1762335084339135,0.21338262257494556,0.3693314420705908
7559,7559,SPXW,put,2019-11-08,2019-10-23,2785.0,1.65,1.75,186,0.2105885788353809,0.2798846380280423,0.4559312682305168
7560,7560,SPXW,put,2019-11-08,2019-10-23,2790.0,1.7,1.85,4,0.2508551102121963,0.40360223405288775,0.6417289799893163
7561,7561,SPXW,put,2019-11-08,2019-10-23,2800.0,1.9,2.05,105,0.3526737349244868,0.5549308232891131,0.737728929294148
7562,7562,SPXW,put,2019-11-08,2019-10-23,2805.0,2.0,2.15,1,0.416255026125846,0.5128224767627803,0.960617922226633
7563,7563,SPXW,put,2019-11-08,2019-10-23,2810.0,2.1,2.25,63,0.489819844798383,0.4981950121301993,0.9326121474952016
7564,7564,SPXW,put,2019-11-08,2019-10-23,2820.0,2.35,2.5,26,0.6722192981831085,1.04264948117432,0.9318940708686598
7565,7565,SPXW,put,2019-11-08,2019-10-23,2825.0,2.5,2.65,60,0.7840314497666014,0.6651050673774571,1.2335229135278662
7566,7566,SPXW,put,2019-11-08,2019-10-23,2830.0,2.65,2.8,5,0.911792670919013,0.8867811479617055,1.4468940920195612
7567,7567,SPXW,put,2019-11-08,2019-10-23,2835.0,2.8,2.95,1,1.0573319912354575,0.8218961885291459,1.522088860734767
7568,7568,SPXW,put,2019-11-08,2019-10-23,2840.0,3.0,3.2,34,1.2226212409818658,1.5087944968125577,1.972412747918336
7569,7569,SPXW,put,2019-11-08,2019-10-23,2845.0,3.2,3.4,7,1.409777210336145,1.1577450140949257,2.144679477394745
7570,7570,SPXW,put,2019-11-08,2019-10-23,2850.0,3.4,3.6,55,1.6210626146220193,1.0522596944856675,2.24327873670109
7571,7571,SPXW,call,2019-11-08,2019-10-23,2855.0,153.6,155.9,2,153.39937356907012,153.91614842578647,154.3165121844493
7572,7572,SPXW,put,2019-11-08,2019-10-23,2855.0,3.6,3.8,56,1.8588857390537044,2.0062507877267857,2.5958955823796
7573,7573,SPXW,put,2019-11-08,2019-10-23,2860.0,3.9,4.1,17,2.125798646268265,2.1015141532381043,3.0909739950263555
7574,7574,SPXW,put,2019-11-08,2019-10-23,2865.0,4.1,4.3,7,2.4244938427973466,1.6088185568397115,3.7253355363146423
7575,7575,SPXW,call,2019-11-08,2019-10-23,2870.0,139.5,141.7,2,139.3089025666859,137.61663391210098,142.21263630203393
7576,7576,SPXW,put,2019-11-08,2019-10-23,2870.0,4.4,4.6,528,2.7577993165360226,1.993518576426351,3.895300973309574
7577,7577,SPXW,put,2019-11-08,2019-10-23,2875.0,4.7,4.9,19,3.128671876136736,2.581632168497972,4.02322317009962
7578,7578,SPXW,call,2019-11-08,2019-10-23,2880.0,130.2,132.3,4,130.09836894172804,130.04056529217283,131.5943419095106
7579,7579,SPXW,put,2019-11-08,2019-10-23,2880.0,5.1,5.2,15,3.540188744822132,2.7636608543424,4.572016317308944
7580,7580,SPXW,call,2019-11-08,2019-10-23,2885.0,125.6,127.6,4,125.5572560554524,122.33122774278021,124.5886305568376
7581,7581,SPXW,put,2019-11-08,2019-10-23,2890.0,5.8,6.0,15,4.498003557523987,3.8453740924204545,5.861320804227379
7582,7582,SPXW,put,2019-11-08,2019-10-23,2895.0,6.2,6.4,5,5.050957642524168,3.460771388086786,6.323153464638758
7583,7583,SPXW,put,2019-11-08,2019-10-23,2900.0,6.6,6.8,27,5.657839287073102,3.5787445840542844,6.735978726121442
7584,7584,SPXW,put,2019-11-08,2019-10-23,2905.0,7.0,7.2,9,6.322140462669154,3.6844709075361957,7.1972668228744
7585,7585,SPXW,put,2019-11-08,2019-10-23,2910.0,7.5,7.7,3,7.047387054442879,5.104249851558879,8.082190603119852
7586,7586,SPXW,put,2019-11-08,2019-10-23,2915.0,8.0,8.2,30,7.837119128070981,4.936449126683354,8.81099706719899
7587,7587,SPXW,call,2019-11-08,2019-10-23,2920.0,94.0,95.7,3,95.28135803319356,90.67839486244429,95.65052194587024
7588,7588,SPXW,put,2019-11-08,2019-10-23,2920.0,8.6,8.8,20,8.69487004926475,5.573779147944013,9.704383105949905
7589,7589,SPXW,call,2019-11-08,2019-10-23,2925.0,89.6,91.3,4,91.2141711133595,89.22712699105587,91.68759659711768
7590,7590,SPXW,put,2019-11-08,2019-10-23,2925.0,9.2,9.4,152,9.624144656052636,6.782050707187222,11.028770177481714
7591,7591,SPXW,call,2019-11-08,2019-10-23,2930.0,85.3,86.9,5,87.22196163774743,83.98787745689329,88.48638354830226
7592,7592,SPXW,put,2019-11-08,2019-10-23,2930.0,9.8,10.0,1136,10.628396707062848,6.7551788965611985,12.05500532490142
7593,7593,SPXW,call,2019-11-08,2019-10-23,2935.0,81.0,82.5,1,83.3081092528746,81.68318320940591,84.19426682207367
7594,7594,SPXW,put,2019-11-08,2019-10-23,2935.0,10.4,10.7,43,11.711005848811851,7.794367182177291,12.84656554306816
7595,7595,SPXW,put,2019-11-08,2019-10-23,2940.0,11.2,11.4,20,12.87525436112071,8.498790858525995,14.004790889102058
7596,7596,SPXW,call,2019-11-08,2019-10-23,2945.0,72.5,74.0,5,75.72848430256272,71.20792399607697,77.4833407384688
7597,7597,SPXW,put,2019-11-08,2019-10-23,2945.0,11.9,12.2,40,14.124303951744425,10.421883185040858,15.84410368060375
7598,7598,SPXW,call,2019-11-08,2019-10-23,2950.0,68.4,69.8,6,72.068891702967,68.7361110120304,71.22855088853652
7599,7599,SPXW,put,2019-11-08,2019-10-23,2950.0,12.7,13.0,195,15.461172878770526,11.10614110108136,16.447360609363958
7600,7600,SPXW,call,2019-11-08,2019-10-23,2955.0,64.3,65.6,5,68.4999709795793,64.3937582841605,69.47845568150616
7601,7601,SPXW,put,2019-11-08,2019-10-23,2955.0,13.6,13.9,11,16.888713682005687,11.922464642098559,18.50686533624021
7602,7602,SPXW,call,2019-11-08,2019-10-23,2960.0,60.7,61.1,15,65.02438757327172,60.7885676495798,67.30518164646188
7603,7603,SPXW,put,2019-11-08,2019-10-23,2960.0,14.5,14.8,48,18.409591802320165,13.163318058407802,19.731004243899815
7604,7604,SPXW,call,2019-11-08,2019-10-23,2965.0,56.7,57.1,31,61.64459960500062,56.063123047638285,61.96656487590572
7605,7605,SPXW,call,2019-11-08,2019-10-23,2970.0,52.7,53.2,24,58.36283907405232,51.91104278667174,60.301998927437474
7606,7606,SPXW,put,2019-11-08,2019-10-23,2970.0,16.6,16.9,992,21.74096635634487,17.20324307541253,23.154450158179497
7607,7607,SPXW,call,2019-11-08,2019-10-23,2975.0,48.9,49.3,9,55.18109471818411,50.60966341814119,56.74167819644034
7608,7608,SPXW,put,2019-11-08,2019-10-23,2975.0,17.8,18.1,100,23.55568352709838,16.899245079473538,25.34097847324226
7609,7609,SPXW,call,2019-11-08,2019-10-23,2980.0,45.2,45.6,11,52.10109675697981,43.977632379421436,53.19960997949649
7610,7610,SPXW,put,2019-11-08,2019-10-23,2980.0,19.0,19.3,70,25.47214709251625,18.004291013485435,27.04016538220911
7611,7611,SPXW,call,2019-11-08,2019-10-23,2985.0,41.5,41.9,3,49.12430371442247,44.16321929250347,50.22964386324599
7612,7612,SPXW,put,2019-11-08,2019-10-23,2985.0,20.4,20.7,80,27.491815576581075,21.069892083986485,30.188157774397887
7613,7613,SPXW,call,2019-11-08,2019-10-23,2990.0,38.0,38.4,21,46.251891487778494,37.93678164248779,48.450508653675456
7614,7614,SPXW,put,2019-11-08,2019-10-23,2990.0,21.9,22.2,61,29.61586487655927,23.87717295208043,32.45161418089282
7615,7615,SPXW,call,2019-11-08,2019-10-23,2995.0,34.6,35.0,56,43.48474479807464,38.039072022171,44.28498586951739
7616,7616,SPXW,put,2019-11-08,2019-10-23,2995.0,23.4,23.8,199,31.84517971347759,27.502393805854442,34.38074161623868
7617,7617,SPXW,call,2019-11-08,2019-10-23,3000.0,31.4,31.7,255,40.82345112330586,35.93850768425665,42.23464465709718
7618,7618,SPXW,put,2019-11-08,2019-10-23,3000.0,25.2,25.5,74,34.180347565330976,28.33931629373208,35.0913456774456
7619,7619,SPXW,call,2019-11-08,2019-10-23,3005.0,28.2,28.6,47,38.26829717978126,32.02322243513307,39.7116452881432
7620,7620,SPXW,put,2019-11-08,2019-10-23,3005.0,27.0,27.4,2,36.62165514842855,29.362572361720808,38.26882307390674
7621,7621,SPXW,call,2019-11-08,2019-10-23,3010.0,25.3,25.6,481,35.81926798037716,28.942232846288295,38.12911999103998
7622,7622,SPXW,put,2019-11-08,2019-10-23,3010.0,29.0,29.4,361,39.16908747564662,32.952218550360236,40.76927838136338
7623,7623,SPXW,call,2019-11-08,2019-10-23,3015.0,22.5,22.8,30,33.47604846170066,27.104275015889744,35.437118650044226
7624,7624,SPXW,put,2019-11-08,2019-10-23,3015.0,31.2,31.6,7,41.82232948359229,32.131073611142995,43.70655576876464
7625,7625,SPXW,call,2019-11-08,2019-10-23,3020.0,19.9,20.2,23,31.238027635976778,25.493894095406787,33.04399786074257
7626,7626,SPXW,call,2019-11-08,2019-10-23,3025.0,17.4,17.7,4394,29.10430518856924,23.515556217373387,30.41034363316531
7627,7627,SPXW,call,2019-11-08,2019-10-23,3030.0,15.2,15.5,127,27.07370040909268,21.005751408446752,28.007416741321467
7628,7628,SPXW,put,2019-11-08,2019-10-23,3030.0,38.8,39.2,3,50.40936601085036,43.536542182560915,51.5802853806988
7629,7629,SPXW,call,2019-11-08,2019-10-23,3035.0,13.1,13.4,42,25.144763313673597,18.444020597375523,25.851950437886128
7630,7630,SPXW,put,2019-11-08,2019-10-23,3035.0,41.8,42.2,2,53.476890442053445,48.284110522592805,55.36792611523297
7631,7631,SPXW,call,2019-11-08,2019-10-23,3040.0,11.2,11.5,4706,23.315787788596023,14.437811347084786,24.55193392919101
7632,7632,SPXW,put,2019-11-08,2019-10-23,3040.0,44.9,45.3,6,56.64437644359805,49.874301283513404,58.12190300287545
7633,7633,SPXW,call,2019-11-08,2019-10-23,3045.0,9.5,9.8,68,21.584826561783075,14.658320029150198,22.88355513930332
7634,7634,SPXW,put,2019-11-08,2019-10-23,3045.0,47.8,49.1,1,59.90987674340704,55.021011813667414,61.84313841634055
7635,7635,SPXW,call,2019-11-08,2019-10-23,3050.0,8.0,8.2,51,19.94970778866661,14.240995914613466,20.96478794943761
7636,7636,SPXW,put,2019-11-08,2019-10-23,3050.0,51.2,52.6,5,63.27121949691286,60.83464880953319,65.23880261736325
7637,7637,SPXW,call,2019-11-08,2019-10-23,3055.0,6.7,6.9,112,18.408053023219168,13.28040451200147,19.83505071636665
7638,7638,SPXW,call,2019-11-08,2019-10-23,3060.0,5.5,5.7,892,16.95729633350004,11.581929812931307,18.215064331907747
7639,7639,SPXW,call,2019-11-08,2019-10-23,3065.0,4.5,4.7,74,15.594704313931857,10.434643226282855,17.316290676050006
7640,7640,SPXW,call,2019-11-08,2019-10-23,3070.0,3.7,3.9,177,14.31739674377593,8.770562590187824,16.11391494176595
7641,7641,SPXW,call,2019-11-08,2019-10-23,3075.0,3.0,3.2,241,13.12236764267118,8.973192165093536,14.357890532711528
7642,7642,SPXW,call,2019-11-08,2019-10-23,3080.0,2.4,2.55,569,12.006506479491009,8.22487132485639,12.9427794380836
7643,7643,SPXW,call,2019-11-08,2019-10-23,3085.0,1.9,2.05,96,10.966619299834178,5.795848409938578,12.096391477958315
7644,7644,SPXW,call,2019-11-08,2019-10-23,3090.0,1.5,1.65,108,9.999449549863698,7.183057769730009,11.382242000238742
7645,7645,SPXW,call,2019-11-08,2019-10-23,3095.0,1.2,1.35,24,9.101698389508217,4.799656644118751,9.793818430421217
7646,7646,SPXW,call,2019-11-08,2019-10-23,3100.0,0.95,1.05,333,8.270044305835881,3.926631681499045,8.997791473194408
7647,7647,SPXW,call,2019-11-08,2019-10-23,3110.0,0.6,0.7,9,6.791739399905509,5.131630467677403,7.972640380459185
7648,7648,SPXW,call,2019-11-08,2019-10-23,3120.0,0.35,0.5,30,5.5381951307805934,4.108236412529865,6.594998076348159
7649,7649,SPXW,call,2019-11-08,2019-10-23,3125.0,0.3,0.4,27,4.987661964089796,2.6945224052628,5.674288483210929
7650,7650,SPXW,call,2019-11-08,2019-10-23,3130.0,0.25,0.35,2,4.48379271884636,2.7429714579523203,5.705106435234728
7651,7651,SPXW,call,2019-11-08,2019-10-23,3135.0,0.2,0.3,11,4.023567510374107,3.7166939582277556,4.883184583917852
7652,7652,SPXW,call,2019-11-08,2019-10-23,3145.0,0.15,0.25,11,3.2224447366542397,1.3269027212070719,4.3155341422316456
7653,7653,SPXW,call,2019-11-08,2019-10-23,3150.0,0.1,0.2,8,2.8760061124302467,2.422762216694337,3.57943156422866
7654,7654,SPXW,call,2019-11-08,2019-10-23,3160.0,0.05,0.15,1,2.2783686527437226,1.6342880439113163,3.400593643454297
7655,7655,SPXW,call,2019-11-08,2019-10-23,3185.0,0.0,0.15,45,1.2325204241030718,1.0459348516200502,2.128002323997306
7656,7656,SPXW,put,2019-11-11,2019-10-23,2200.0,0.05,0.1,1,0.0,0.0,0.0
7657,7657,SPXW,put,2019-11-11,2019-10-23,2550.0,0.35,0.5,44,1.160527742615782e-05,0.14918064956569438,0.0
7658,7658,SPXW,put,2019-11-11,2019-10-23,2625.0,0.65,0.7,1000,0.000711449177876,0.0,0.0088180244467394
7659,7659,SPXW,put,2019-11-11,2019-10-23,2640.0,0.65,0.75,11,0.0014768990666909,0.06203764182532503,0.0
7660,7660,SPXW,put,2019-11-11,2019-10-23,2700.0,0.95,1.05,3,0.020556650520195,0.007016651156354671,0.0420494625374247
7661,7661,SPXW,put,2019-11-11,2019-10-23,2720.0,1.1,1.2,10,0.0448377679654159,0.10000067564179262,0.1487152452846591
7662,7662,SPXW,put,2019-11-11,2019-10-23,2725.0,1.15,1.25,3,0.054092419702397,0.05967854741135429,0.1029872574515503
7663,7663,SPXW,put,2019-11-11,2019-10-23,2770.0,1.65,1.8,2,0.257874110530885,0.06213937756064243,0.4023283455767665
7664,7664,SPXW,put,2019-11-11,2019-10-23,2785.0,1.9,2.05,1,0.4132512405339028,0.3379240112409116,0.6260296375706258
7665,7665,SPXW,put,2019-11-11,2019-10-23,2795.0,2.1,2.25,4,0.558566286437788,0.9681418102972408,0.9038915134385604
7666,7666,SPXW,put,2019-11-11,2019-10-23,2820.0,2.8,2.95,11,1.1348851041287986,1.0347529409995029,1.2012523082892743
7667,7667,SPXW,put,2019-11-11,2019-10-23,2825.0,2.95,3.1,5,1.298092398540689,0.8010484352604758,1.4772007837052663
7668,7668,SPXW,put,2019-11-11,2019-10-23,2840.0,3.5,3.7,5,1.914743830612764,1.5120237122506546,2.200485565200689
7669,7669,SPXW,put,2019-11-11,2019-10-23,2850.0,4.0,4.2,26,2.452106330003005,1.5605385083056507,2.725808921741485
7670,7670,SPXW,put,2019-11-11,2019-10-23,2860.0,4.5,4.7,27,3.1115772394028625,1.813552858158284,3.542339523860607
7671,7671,SPXW,put,2019-11-11,2019-10-23,2870.0,5.1,5.3,6,3.913095186996401,2.377283462041857,3.957064766380211
7672,7672,SPXW,put,2019-11-11,2019-10-23,2875.0,5.5,5.7,2,4.373753856957308,2.921698728534651,4.522471375642366
7673,7673,SPXW,put,2019-11-11,2019-10-23,2880.0,5.8,6.0,1,4.878041368506388,3.2030966612985394,5.263784463563258
7674,7674,SPXW,put,2019-11-11,2019-10-23,2890.0,6.6,6.8,9,6.0289731355284175,4.650598604851358,6.271832081778682
7675,7675,SPXW,put,2019-11-11,2019-10-23,2895.0,7.0,7.3,1,6.681472558164671,4.210380193016952,7.015159341921205
7676,7676,SPXW,put,2019-11-11,2019-10-23,2900.0,7.5,7.7,8,7.389285849477119,4.073174095186817,7.358738959614973
7677,7677,SPXW,put,2019-11-11,2019-10-23,2915.0,9.0,9.3,2,9.87447860116879,8.256734381803632,10.580854008519356
7678,7678,SPXW,put,2019-11-11,2019-10-23,2925.0,10.2,10.5,6,11.862309885695709,9.010427711155724,12.472903760238754
7679,7679,SPXW,put,2019-11-11,2019-10-23,2930.0,10.9,11.2,8,12.964186178544992,7.020051955678331,14.029217750570604
7680,7680,SPXW,put,2019-11-11,2019-10-23,2935.0,11.6,11.9,18,14.141720210799576,8.47122435189585,13.95270674234873
7681,7681,SPXW,put,2019-11-11,2019-10-23,2940.0,12.3,12.6,1,15.3975559916164,8.613070073396855,15.24336042510495
7682,7682,SPXW,call,2019-11-11,2019-10-23,2945.0,73.7,75.1,3,78.72901911850477,73.163303054722,78.60298596851888
7683,7683,SPXW,put,2019-11-11,2019-10-23,2945.0,13.1,13.4,6,16.734222848863737,12.622088625631982,17.46362642778526
7684,7684,SPXW,call,2019-11-11,2019-10-23,2950.0,69.6,71.0,3,75.15311759322049,68.93127311452366,74.56528988077231
7685,7685,SPXW,put,2019-11-11,2019-10-23,2950.0,14.0,14.3,23,18.154119665280177,10.66651399301602,18.132322065554675
7686,7686,SPXW,call,2019-11-11,2019-10-23,2955.0,65.5,66.9,22,71.66269931263946,60.94037992282379,70.95384936044071
7687,7687,SPXW,put,2019-11-11,2019-10-23,2955.0,14.9,15.2,3,19.659499726399304,12.231655960877717,20.260612971673744
7688,7688,SPXW,call,2019-11-11,2019-10-23,2960.0,61.9,62.4,3,68.25985758731304,59.65208326579675,66.11700047018098
7689,7689,SPXW,put,2019-11-11,2019-10-23,2960.0,15.8,16.2,13,21.252456342773822,15.94476623052626,21.51599333392816
7690,7690,SPXW,call,2019-11-11,2019-10-23,2965.0,58.0,58.5,3,64.94651230477166,58.23082571179416,65.08453808309268
7691,7691,SPXW,put,2019-11-11,2019-10-23,2965.0,16.9,17.2,7,22.934909401932718,17.8753900419891,22.663852821247332
7692,7692,SPXW,put,2019-11-11,2019-10-23,2970.0,18.0,18.3,5,24.708592996033303,17.638689302329233,25.34354258911037
7693,7693,SPXW,put,2019-11-11,2019-10-23,2975.0,19.2,19.5,25,26.575044259421475,17.918222457046948,26.349077985600196
7694,7694,SPXW,call,2019-11-11,2019-10-23,2980.0,46.6,47.1,1,55.559801414279946,44.58937960048062,54.80214912467016
7695,7695,SPXW,put,2019-11-11,2019-10-23,2980.0,20.5,20.8,11,28.535593536542592,20.745886610005336,29.215949723656337
7696,7696,SPXW,put,2019-11-11,2019-10-23,2985.0,21.9,22.2,2,30.5913559850444,23.340845561101787,29.407921954891435
7697,7697,SPXW,call,2019-11-11,2019-10-23,2990.0,39.5,39.9,7,49.7758358960732,41.33741376181098,48.860212790464
7698,7698,SPXW,put,2019-11-11,2019-10-23,2990.0,23.3,23.7,3,32.743224701736835,23.773772816485117,32.35363023226954
7699,7699,SPXW,call,2019-11-11,2019-10-23,2995.0,36.1,36.6,13,47.02867829330671,38.4551453619092,47.08059201471264
7700,7700,SPXW,put,2019-11-11,2019-10-23,2995.0,24.9,25.3,1,34.99186544067106,26.4889522829096,34.39074920963495
7701,7701,SPXW,call,2019-11-11,2019-10-23,3000.0,32.8,33.3,248,44.37872748415339,36.46590299692812,45.02045542218122
7702,7702,SPXW,put,2019-11-11,2019-10-23,3000.0,26.6,27.1,66,37.337712973218,28.339182682717627,37.18828071594547
7703,7703,SPXW,call,2019-11-11,2019-10-23,3005.0,29.7,30.2,2,41.82618528929015,32.8450149518995,41.933941734575335
7704,7704,SPXW,put,2019-11-11,2019-10-23,3005.0,28.5,28.9,22,39.78096912005549,30.943068726151388,39.37486771321855
7705,7705,SPXW,call,2019-11-11,2019-10-23,3010.0,26.7,27.2,21,39.37102029226685,29.843242659587656,39.86235776191099
7706,7706,SPXW,call,2019-11-11,2019-10-23,3015.0,23.9,24.4,1,37.012969224128256,30.111794857682202,36.25948072653584
7707,7707,SPXW,put,2019-11-11,2019-10-23,3015.0,32.7,33.1,1,44.95934973829412,36.69004866802563,46.81529560987799
7708,7708,SPXW,call,2019-11-11,2019-10-23,3020.0,21.3,21.7,2,34.75153998882888,27.010214834257837,33.57368860864531
7709,7709,SPXW,call,2019-11-11,2019-10-23,3025.0,18.8,19.2,7,32.586016280127524,24.787336936564166,31.463436428416163
7710,7710,SPXW,call,2019-11-11,2019-10-23,3030.0,16.5,16.9,11,30.5154637226467,21.857064081742795,30.014591279778863
7711,7711,SPXW,call,2019-11-11,2019-10-23,3035.0,14.3,14.7,2,28.538737453096477,18.92268109323902,27.77665636091617
7712,7712,SPXW,call,2019-11-11,2019-10-23,3040.0,12.4,12.8,6,26.654491042504105,18.016936575859646,25.486805115665707
7713,7713,SPXW,call,2019-11-11,2019-10-23,3045.0,10.6,11.0,4,24.86118664692367,15.023545273419812,23.828084657776195
7714,7714,SPXW,call,2019-11-11,2019-10-23,3050.0,9.1,9.4,47,23.1571062626216,15.673531207310347,22.986115113843063
7715,7715,SPXW,call,2019-11-11,2019-10-23,3055.0,7.7,8.0,14,21.540363952362892,15.071570766608973,21.116465324137035
7716,7716,SPXW,call,2019-11-11,2019-10-23,3060.0,6.4,6.7,73,20.0089189021445,13.615208926352839,19.67676708587115
7717,7717,SPXW,call,2019-11-11,2019-10-23,3065.0,5.3,5.6,57,18.56058916266204,11.372924783944375,17.78735748328767
7718,7718,SPXW,call,2019-11-11,2019-10-23,3070.0,4.4,4.7,22,17.193065926923623,9.965931905157177,17.024296081778314
7719,7719,SPXW,call,2019-11-11,2019-10-23,3075.0,3.6,3.9,32,15.9039281946732,10.351788708966357,15.848708529751594
7720,7720,SPXW,call,2019-11-11,2019-10-23,3080.0,2.95,3.2,143,14.69065767564723,8.809583180380786,14.663671213645465
7721,7721,SPXW,call,2019-11-11,2019-10-23,3085.0,2.4,2.65,20,13.550653786967246,8.68306814650662,12.8436767360549
7722,7722,SPXW,call,2019-11-11,2019-10-23,3090.0,1.95,2.15,10,12.481248605117685,6.412936899051017,12.257655081210778
7723,7723,SPXW,call,2019-11-11,2019-10-23,3100.0,1.25,1.4,7,10.543314304487126,4.415931242973316,10.736032227355969
7724,7724,SPXW,call,2019-11-11,2019-10-23,3125.0,0.4,0.55,1,6.740578435057387,3.56498280357731,6.989201254531017
7725,7725,SPXW,call,2019-11-11,2019-10-23,3150.0,0.15,0.25,1,4.1529758849538325,2.1370859892789427,4.422061908029836
7726,7726,SPXW,call,2019-11-11,2019-10-23,3160.0,0.1,0.2,3,3.3859239057411514,1.045023934215804,3.632998141616415
7727,7727,SPXW,put,2019-11-13,2019-10-23,2200.0,0.0,0.15,1,0.0,0.0,0.0
7728,7728,SPXW,put,2019-11-13,2019-10-23,2250.0,0.05,0.15,1,8.156707773916412e-14,0.0,0.0
7729,7729,SPXW,put,2019-11-13,2019-10-23,2300.0,0.1,0.15,1,3.253026108494525e-13,0.0,0.0
7730,7730,SPXW,put,2019-11-13,2019-10-23,2550.0,0.5,0.6,44,4.025295512765509e-05,0.0,0.0
7731,7731,SPXW,put,2019-11-13,2019-10-23,2640.0,0.85,0.95,11,0.0033568361898017,0.0,0.0193410107205819
7732,7732,SPXW,put,2019-11-13,2019-10-23,2650.0,0.9,1.0,1400,0.0051617300289978,0.0,0.0245002575296025
7733,7733,SPXW,put,2019-11-13,2019-10-23,2660.0,0.95,1.05,4,0.0078453244824238,0.07578618851921941,0.03426734118154
7734,7734,SPXW,put,2019-11-13,2019-10-23,2700.0,1.25,1.35,25,0.0373961208587392,0.5324941716281153,0.0906516011928504
7735,7735,SPXW,put,2019-11-13,2019-10-23,2725.0,1.5,1.65,10,0.0908502103405286,0.07160492074395576,0.1754960273961417
7736,7736,SPXW,put,2019-11-13,2019-10-23,2760.0,1.95,2.15,2,0.2824496638718372,1.018523861125894,0.4816064791831316
7737,7737,SPXW,put,2019-11-13,2019-10-23,2795.0,2.75,2.95,1,0.7788119914744911,0.9023106975344559,1.138310721509702
7738,7738,SPXW,put,2019-11-13,2019-10-23,2800.0,2.9,3.1,15,0.8918408577613661,1.3435731661577197,1.17992582049915
7739,7739,SPXW,put,2019-11-13,2019-10-23,2810.0,3.2,3.4,15,1.1615405932146672,0.5432644882001527,1.3837146773497315
7740,7740,SPXW,put,2019-11-13,2019-10-23,2820.0,3.6,3.8,21,1.4993166191152485,1.465641701420966,2.2280761641280566
