"underlying","underlying_last","type","expiration","quotedate","strike","bid","ask","volume"
SPXW,2887.61,call,"2019-10-14","2019-10-02",2000.0,879.0,885.3,4
SPXW,2887.61,put,"2019-10-14","2019-10-02",2450.0,0.25,0.4,200
SPXW,2887.61,put,"2019-10-14","2019-10-02",2500.0,0.45,0.6,61
SPXW,2887.61,put,"2019-10-14","2019-10-02",2540.0,0.65,0.8,199
SPXW,2887.61,put,"2019-10-14","2019-10-02",2550.0,0.75,0.9,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",2570.0,0.95,1.1,20
SPXW,2887.61,put,"2019-10-14","2019-10-02",2575.0,1.0,1.15,574
SPXW,2887.61,put,"2019-10-14","2019-10-02",2580.0,1.05,1.2,2
SPXW,2887.61,put,"2019-10-14","2019-10-02",2590.0,1.15,1.3,6
SPXW,2887.61,put,"2019-10-14","2019-10-02",2600.0,1.3,1.4,576
SPXW,2887.61,put,"2019-10-14","2019-10-02",2610.0,1.45,1.6,20
SPXW,2887.61,put,"2019-10-14","2019-10-02",2625.0,1.7,1.85,1056
SPXW,2887.61,put,"2019-10-14","2019-10-02",2630.0,1.8,1.95,22
SPXW,2887.61,put,"2019-10-14","2019-10-02",2640.0,2.0,2.2,1
SPXW,2887.61,put,"2019-10-14","2019-10-02",2650.0,2.25,2.45,1083
SPXW,2887.61,put,"2019-10-14","2019-10-02",2660.0,2.55,2.75,35
SPXW,2887.61,put,"2019-10-14","2019-10-02",2670.0,2.9,3.1,10
SPXW,2887.61,put,"2019-10-14","2019-10-02",2675.0,3.1,3.3,1
SPXW,2887.61,put,"2019-10-14","2019-10-02",2685.0,3.5,3.8,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",2695.0,3.9,4.3,2
SPXW,2887.61,put,"2019-10-14","2019-10-02",2700.0,4.2,4.5,85
SPXW,2887.61,put,"2019-10-14","2019-10-02",2705.0,4.4,4.8,4
SPXW,2887.61,put,"2019-10-14","2019-10-02",2710.0,4.7,5.1,2
SPXW,2887.61,put,"2019-10-14","2019-10-02",2715.0,5.1,5.5,3
SPXW,2887.61,put,"2019-10-14","2019-10-02",2720.0,5.4,5.8,19
SPXW,2887.61,put,"2019-10-14","2019-10-02",2725.0,5.8,6.2,3
SPXW,2887.61,put,"2019-10-14","2019-10-02",2730.0,6.2,6.6,7
SPXW,2887.61,put,"2019-10-14","2019-10-02",2735.0,6.6,7.0,28
SPXW,2887.61,put,"2019-10-14","2019-10-02",2740.0,7.1,7.5,111
SPXW,2887.61,put,"2019-10-14","2019-10-02",2745.0,7.5,8.0,14
SPXW,2887.61,put,"2019-10-14","2019-10-02",2750.0,8.1,8.5,112
SPXW,2887.61,put,"2019-10-14","2019-10-02",2755.0,8.6,9.0,9
SPXW,2887.61,put,"2019-10-14","2019-10-02",2760.0,9.2,9.6,24
SPXW,2887.61,put,"2019-10-14","2019-10-02",2765.0,9.8,10.3,28
SPXW,2887.61,put,"2019-10-14","2019-10-02",2770.0,10.5,11.0,56
SPXW,2887.61,put,"2019-10-14","2019-10-02",2775.0,11.2,11.7,9
SPXW,2887.61,put,"2019-10-14","2019-10-02",2780.0,11.9,12.5,123
SPXW,2887.61,put,"2019-10-14","2019-10-02",2785.0,12.7,13.3,31
SPXW,2887.61,put,"2019-10-14","2019-10-02",2790.0,13.6,14.2,11
SPXW,2887.61,put,"2019-10-14","2019-10-02",2795.0,14.5,15.1,1
SPXW,2887.61,call,"2019-10-14","2019-10-02",2800.0,97.7,101.5,2
SPXW,2887.61,put,"2019-10-14","2019-10-02",2800.0,15.4,16.0,675
SPXW,2887.61,put,"2019-10-14","2019-10-02",2805.0,16.4,17.0,179
SPXW,2887.61,put,"2019-10-14","2019-10-02",2810.0,17.4,18.1,77
SPXW,2887.61,put,"2019-10-14","2019-10-02",2815.0,18.5,19.3,173
SPXW,2887.61,put,"2019-10-14","2019-10-02",2820.0,19.7,20.5,46
SPXW,2887.61,put,"2019-10-14","2019-10-02",2825.0,20.9,21.7,150
SPXW,2887.61,put,"2019-10-14","2019-10-02",2830.0,22.2,23.0,2237
SPXW,2887.61,put,"2019-10-14","2019-10-02",2835.0,23.5,24.4,8
SPXW,2887.61,call,"2019-10-14","2019-10-02",2840.0,67.3,71.3,1
SPXW,2887.61,put,"2019-10-14","2019-10-02",2840.0,24.9,25.8,427
SPXW,2887.61,put,"2019-10-14","2019-10-02",2845.0,26.0,27.6,14
SPXW,2887.61,call,"2019-10-14","2019-10-02",2850.0,60.3,64.3,8
SPXW,2887.61,put,"2019-10-14","2019-10-02",2850.0,27.6,29.2,739
SPXW,2887.61,call,"2019-10-14","2019-10-02",2855.0,56.8,61.1,19
SPXW,2887.61,put,"2019-10-14","2019-10-02",2855.0,29.2,30.8,29
SPXW,2887.61,call,"2019-10-14","2019-10-02",2860.0,53.7,55.6,16
SPXW,2887.61,put,"2019-10-14","2019-10-02",2860.0,30.8,32.4,37
SPXW,2887.61,call,"2019-10-14","2019-10-02",2865.0,50.5,52.4,11
SPXW,2887.61,put,"2019-10-14","2019-10-02",2865.0,32.6,34.1,248
SPXW,2887.61,call,"2019-10-14","2019-10-02",2870.0,47.3,49.2,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",2870.0,34.4,36.1,120
SPXW,2887.61,call,"2019-10-14","2019-10-02",2875.0,44.2,46.0,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",2875.0,36.2,37.7,107
SPXW,2887.61,call,"2019-10-14","2019-10-02",2880.0,41.2,43.0,3
SPXW,2887.61,put,"2019-10-14","2019-10-02",2880.0,38.2,39.6,619
SPXW,2887.61,call,"2019-10-14","2019-10-02",2885.0,38.2,40.0,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",2885.0,40.2,41.6,82
SPXW,2887.61,call,"2019-10-14","2019-10-02",2890.0,35.4,37.1,21
SPXW,2887.61,put,"2019-10-14","2019-10-02",2890.0,40.1,45.1,2168
SPXW,2887.61,put,"2019-10-14","2019-10-02",2895.0,41.9,47.4,62
SPXW,2887.61,call,"2019-10-14","2019-10-02",2900.0,29.9,31.5,10
SPXW,2887.61,put,"2019-10-14","2019-10-02",2900.0,44.5,49.8,1113
SPXW,2887.61,call,"2019-10-14","2019-10-02",2905.0,27.5,28.5,7
SPXW,2887.61,put,"2019-10-14","2019-10-02",2905.0,46.9,52.7,29
SPXW,2887.61,call,"2019-10-14","2019-10-02",2910.0,25.0,25.9,915
SPXW,2887.61,put,"2019-10-14","2019-10-02",2910.0,49.3,54.2,635
SPXW,2887.61,call,"2019-10-14","2019-10-02",2915.0,22.6,23.5,68
SPXW,2887.61,put,"2019-10-14","2019-10-02",2915.0,51.9,56.8,27
SPXW,2887.61,call,"2019-10-14","2019-10-02",2920.0,20.4,21.2,66
SPXW,2887.61,put,"2019-10-14","2019-10-02",2920.0,54.7,59.4,47
SPXW,2887.61,call,"2019-10-14","2019-10-02",2925.0,18.2,19.0,109
SPXW,2887.61,put,"2019-10-14","2019-10-02",2925.0,57.5,62.2,58
SPXW,2887.61,call,"2019-10-14","2019-10-02",2930.0,16.2,17.0,24
SPXW,2887.61,put,"2019-10-14","2019-10-02",2930.0,60.5,65.0,36
SPXW,2887.61,call,"2019-10-14","2019-10-02",2935.0,14.4,15.0,75
SPXW,2887.61,put,"2019-10-14","2019-10-02",2935.0,63.6,68.0,37
SPXW,2887.61,call,"2019-10-14","2019-10-02",2940.0,12.6,13.2,88
SPXW,2887.61,put,"2019-10-14","2019-10-02",2940.0,66.8,71.2,31
SPXW,2887.61,call,"2019-10-14","2019-10-02",2945.0,11.0,11.5,34
SPXW,2887.61,put,"2019-10-14","2019-10-02",2945.0,70.2,75.1,18
SPXW,2887.61,call,"2019-10-14","2019-10-02",2950.0,9.5,10.0,457
SPXW,2887.61,put,"2019-10-14","2019-10-02",2950.0,73.4,79.5,83
SPXW,2887.61,call,"2019-10-14","2019-10-02",2955.0,8.1,8.6,15
SPXW,2887.61,put,"2019-10-14","2019-10-02",2955.0,77.0,83.1,3
SPXW,2887.61,call,"2019-10-14","2019-10-02",2960.0,6.9,7.4,40
SPXW,2887.61,put,"2019-10-14","2019-10-02",2960.0,81.1,87.2,31
SPXW,2887.61,call,"2019-10-14","2019-10-02",2965.0,5.9,6.3,63
SPXW,2887.61,put,"2019-10-14","2019-10-02",2965.0,85.0,91.0,2
SPXW,2887.61,call,"2019-10-14","2019-10-02",2970.0,5.0,5.3,198
SPXW,2887.61,put,"2019-10-14","2019-10-02",2970.0,88.8,94.8,1
SPXW,2887.61,call,"2019-10-14","2019-10-02",2975.0,4.1,4.5,51
SPXW,2887.61,put,"2019-10-14","2019-10-02",2975.0,93.2,99.3,49
SPXW,2887.61,call,"2019-10-14","2019-10-02",2980.0,3.4,3.8,234
SPXW,2887.61,put,"2019-10-14","2019-10-02",2980.0,97.5,103.6,43
SPXW,2887.61,call,"2019-10-14","2019-10-02",2985.0,2.9,3.2,25
SPXW,2887.61,put,"2019-10-14","2019-10-02",2985.0,102.0,108.1,4
SPXW,2887.61,call,"2019-10-14","2019-10-02",2990.0,2.4,2.6,48
SPXW,2887.61,put,"2019-10-14","2019-10-02",2990.0,106.5,112.0,8
SPXW,2887.61,call,"2019-10-14","2019-10-02",2995.0,1.95,2.15,110
SPXW,2887.61,put,"2019-10-14","2019-10-02",2995.0,111.0,117.2,21
SPXW,2887.61,call,"2019-10-14","2019-10-02",3000.0,1.6,1.8,566
SPXW,2887.61,put,"2019-10-14","2019-10-02",3000.0,115.7,121.8,11
SPXW,2887.61,call,"2019-10-14","2019-10-02",3005.0,1.35,1.5,33
SPXW,2887.61,call,"2019-10-14","2019-10-02",3010.0,1.1,1.25,78
SPXW,2887.61,put,"2019-10-14","2019-10-02",3010.0,125.2,131.3,9
SPXW,2887.61,call,"2019-10-14","2019-10-02",3015.0,0.9,1.1,83
SPXW,2887.61,put,"2019-10-14","2019-10-02",3015.0,130.0,136.1,7
SPXW,2887.61,call,"2019-10-14","2019-10-02",3020.0,0.75,0.9,252
SPXW,2887.61,put,"2019-10-14","2019-10-02",3020.0,134.8,140.9,7
SPXW,2887.61,call,"2019-10-14","2019-10-02",3025.0,0.65,0.8,36
SPXW,2887.61,call,"2019-10-14","2019-10-02",3030.0,0.55,0.7,38
SPXW,2887.61,call,"2019-10-14","2019-10-02",3035.0,0.45,0.6,85
SPXW,2887.61,call,"2019-10-14","2019-10-02",3040.0,0.35,0.55,300
SPXW,2887.61,call,"2019-10-14","2019-10-02",3045.0,0.3,0.45,41
SPXW,2887.61,call,"2019-10-14","2019-10-02",3050.0,0.25,0.4,512
SPXW,2887.61,call,"2019-10-14","2019-10-02",3055.0,0.2,0.35,34
SPXW,2887.61,call,"2019-10-14","2019-10-02",3060.0,0.2,0.35,12
SPXW,2887.61,call,"2019-10-14","2019-10-02",3065.0,0.15,0.3,3
SPXW,2887.61,put,"2019-10-14","2019-10-02",3065.0,175.7,185.3,3
SPXW,2887.61,call,"2019-10-14","2019-10-02",3070.0,0.1,0.25,1696
SPXW,2887.61,call,"2019-10-14","2019-10-02",3075.0,0.1,0.25,3
SPXW,2887.61,call,"2019-10-14","2019-10-02",3080.0,0.1,0.25,10
SPXW,2887.61,call,"2019-10-14","2019-10-02",3085.0,0.05,0.2,5
SPXW,2887.61,put,"2019-10-14","2019-10-02",3085.0,195.6,205.2,3
SPXW,2887.61,call,"2019-10-14","2019-10-02",3120.0,0.05,0.15,6
SPXW,2887.61,put,"2019-10-14","2019-10-02",3170.0,279.7,292.7,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",2000.0,875.6,889.7,3
SPXW,2887.61,put,"2019-10-16","2019-10-02",2300.0,0.1,0.2,35
SPXW,2887.61,call,"2019-10-16","2019-10-02",2400.0,476.2,490.3,1
SPXW,2887.61,put,"2019-10-16","2019-10-02",2400.0,0.25,0.35,62
SPXW,2887.61,put,"2019-10-16","2019-10-02",2450.0,0.4,0.55,200
SPXW,2887.61,put,"2019-10-16","2019-10-02",2500.0,0.7,0.8,178
SPXW,2887.61,put,"2019-10-16","2019-10-02",2525.0,0.9,1.0,6
SPXW,2887.61,put,"2019-10-16","2019-10-02",2540.0,1.05,1.15,86
SPXW,2887.61,put,"2019-10-16","2019-10-02",2550.0,1.15,1.25,8
SPXW,2887.61,put,"2019-10-16","2019-10-02",2560.0,1.25,1.4,152
SPXW,2887.61,put,"2019-10-16","2019-10-02",2575.0,1.5,1.6,135
SPXW,2887.61,put,"2019-10-16","2019-10-02",2580.0,1.55,1.7,39
SPXW,2887.61,put,"2019-10-16","2019-10-02",2590.0,1.7,1.85,1
SPXW,2887.61,put,"2019-10-16","2019-10-02",2600.0,1.9,2.05,42
SPXW,2887.61,put,"2019-10-16","2019-10-02",2610.0,2.1,2.25,49
SPXW,2887.61,put,"2019-10-16","2019-10-02",2620.0,2.35,2.55,225
SPXW,2887.61,put,"2019-10-16","2019-10-02",2625.0,2.5,2.65,56
SPXW,2887.61,put,"2019-10-16","2019-10-02",2630.0,2.65,2.8,17
SPXW,2887.61,put,"2019-10-16","2019-10-02",2640.0,2.95,3.1,50
SPXW,2887.61,put,"2019-10-16","2019-10-02",2650.0,3.3,3.5,78
SPXW,2887.61,put,"2019-10-16","2019-10-02",2660.0,3.7,3.9,23
SPXW,2887.61,put,"2019-10-16","2019-10-02",2670.0,4.1,4.4,8
SPXW,2887.61,put,"2019-10-16","2019-10-02",2680.0,4.6,4.9,220
SPXW,2887.61,put,"2019-10-16","2019-10-02",2685.0,4.9,5.2,2
SPXW,2887.61,put,"2019-10-16","2019-10-02",2690.0,5.2,5.5,4
SPXW,2887.61,put,"2019-10-16","2019-10-02",2695.0,5.5,5.8,196
SPXW,2887.61,put,"2019-10-16","2019-10-02",2700.0,5.9,6.2,53
SPXW,2887.61,put,"2019-10-16","2019-10-02",2705.0,6.2,6.5,35
SPXW,2887.61,put,"2019-10-16","2019-10-02",2710.0,6.6,6.9,21
SPXW,2887.61,put,"2019-10-16","2019-10-02",2715.0,7.0,7.4,25
SPXW,2887.61,put,"2019-10-16","2019-10-02",2720.0,7.4,7.8,203
SPXW,2887.61,put,"2019-10-16","2019-10-02",2725.0,7.9,8.2,21
SPXW,2887.61,put,"2019-10-16","2019-10-02",2730.0,8.4,8.7,8
SPXW,2887.61,put,"2019-10-16","2019-10-02",2740.0,9.4,9.8,26
SPXW,2887.61,put,"2019-10-16","2019-10-02",2745.0,10.0,10.4,11
SPXW,2887.61,put,"2019-10-16","2019-10-02",2750.0,10.6,11.0,25
SPXW,2887.61,put,"2019-10-16","2019-10-02",2755.0,11.3,11.6,29
SPXW,2887.61,put,"2019-10-16","2019-10-02",2760.0,11.9,12.3,27
SPXW,2887.61,put,"2019-10-16","2019-10-02",2765.0,12.7,13.0,39
SPXW,2887.61,put,"2019-10-16","2019-10-02",2770.0,13.4,13.8,81
SPXW,2887.61,put,"2019-10-16","2019-10-02",2775.0,14.2,14.6,68
SPXW,2887.61,call,"2019-10-16","2019-10-02",2780.0,114.6,125.1,1
SPXW,2887.61,put,"2019-10-16","2019-10-02",2780.0,15.1,15.5,133
SPXW,2887.61,put,"2019-10-16","2019-10-02",2785.0,15.9,16.4,52
SPXW,2887.61,put,"2019-10-16","2019-10-02",2790.0,16.9,17.3,57
SPXW,2887.61,put,"2019-10-16","2019-10-02",2795.0,17.8,18.3,12
SPXW,2887.61,put,"2019-10-16","2019-10-02",2800.0,18.9,19.4,207
SPXW,2887.61,put,"2019-10-16","2019-10-02",2805.0,19.9,20.5,7
SPXW,2887.61,put,"2019-10-16","2019-10-02",2810.0,21.1,21.6,101
SPXW,2887.61,put,"2019-10-16","2019-10-02",2815.0,22.2,22.8,125
SPXW,2887.61,put,"2019-10-16","2019-10-02",2820.0,23.5,24.1,1431
SPXW,2887.61,call,"2019-10-16","2019-10-02",2825.0,81.7,87.6,1
SPXW,2887.61,put,"2019-10-16","2019-10-02",2825.0,24.7,25.4,24
SPXW,2887.61,call,"2019-10-16","2019-10-02",2830.0,77.9,83.9,20
SPXW,2887.61,put,"2019-10-16","2019-10-02",2830.0,26.1,26.8,2164
SPXW,2887.61,put,"2019-10-16","2019-10-02",2835.0,27.0,28.4,22
SPXW,2887.61,put,"2019-10-16","2019-10-02",2840.0,28.4,29.8,95
SPXW,2887.61,call,"2019-10-16","2019-10-02",2845.0,68.0,72.4,4
SPXW,2887.61,put,"2019-10-16","2019-10-02",2845.0,30.0,31.4,45
SPXW,2887.61,call,"2019-10-16","2019-10-02",2850.0,64.6,68.9,11
SPXW,2887.61,put,"2019-10-16","2019-10-02",2850.0,31.6,32.9,171
SPXW,2887.61,put,"2019-10-16","2019-10-02",2855.0,33.1,34.6,22
SPXW,2887.61,call,"2019-10-16","2019-10-02",2860.0,58.0,59.7,14
SPXW,2887.61,put,"2019-10-16","2019-10-02",2860.0,34.8,36.3,52
SPXW,2887.61,call,"2019-10-16","2019-10-02",2865.0,54.8,56.4,19
SPXW,2887.61,put,"2019-10-16","2019-10-02",2865.0,36.5,38.1,44
SPXW,2887.61,call,"2019-10-16","2019-10-02",2870.0,51.6,53.2,29
SPXW,2887.61,put,"2019-10-16","2019-10-02",2870.0,38.3,39.9,60
SPXW,2887.61,call,"2019-10-16","2019-10-02",2875.0,48.5,50.1,16
SPXW,2887.61,put,"2019-10-16","2019-10-02",2875.0,40.2,41.8,647
SPXW,2887.61,call,"2019-10-16","2019-10-02",2880.0,45.4,47.0,17
SPXW,2887.61,put,"2019-10-16","2019-10-02",2880.0,42.1,43.8,1097
SPXW,2887.61,call,"2019-10-16","2019-10-02",2885.0,42.4,44.0,19
SPXW,2887.61,put,"2019-10-16","2019-10-02",2885.0,44.1,45.7,443
SPXW,2887.61,call,"2019-10-16","2019-10-02",2890.0,39.5,41.0,81
SPXW,2887.61,put,"2019-10-16","2019-10-02",2890.0,46.2,47.8,2218
SPXW,2887.61,call,"2019-10-16","2019-10-02",2895.0,36.7,38.2,7
SPXW,2887.61,put,"2019-10-16","2019-10-02",2895.0,46.1,51.6,45
SPXW,2887.61,call,"2019-10-16","2019-10-02",2900.0,33.9,35.4,20
SPXW,2887.61,put,"2019-10-16","2019-10-02",2900.0,48.2,53.8,106
SPXW,2887.61,call,"2019-10-16","2019-10-02",2905.0,31.2,32.6,28
SPXW,2887.61,put,"2019-10-16","2019-10-02",2905.0,50.4,56.2,45
SPXW,2887.61,call,"2019-10-16","2019-10-02",2910.0,29.0,29.8,14
SPXW,2887.61,put,"2019-10-16","2019-10-02",2910.0,53.2,59.0,10
SPXW,2887.61,call,"2019-10-16","2019-10-02",2915.0,26.5,27.3,7
SPXW,2887.61,put,"2019-10-16","2019-10-02",2915.0,53.6,60.7,9
SPXW,2887.61,call,"2019-10-16","2019-10-02",2920.0,24.1,24.8,22
SPXW,2887.61,put,"2019-10-16","2019-10-02",2920.0,56.2,63.2,62
SPXW,2887.61,call,"2019-10-16","2019-10-02",2925.0,21.8,22.5,19
SPXW,2887.61,put,"2019-10-16","2019-10-02",2925.0,58.9,65.9,34
SPXW,2887.61,call,"2019-10-16","2019-10-02",2930.0,19.7,20.3,16
SPXW,2887.61,put,"2019-10-16","2019-10-02",2930.0,61.8,68.7,10
SPXW,2887.61,call,"2019-10-16","2019-10-02",2935.0,17.6,18.2,29
SPXW,2887.61,put,"2019-10-16","2019-10-02",2935.0,65.0,71.5,18
SPXW,2887.61,call,"2019-10-16","2019-10-02",2940.0,15.8,16.3,139
SPXW,2887.61,put,"2019-10-16","2019-10-02",2940.0,67.7,74.5,28
SPXW,2887.61,call,"2019-10-16","2019-10-02",2945.0,14.0,14.4,35
SPXW,2887.61,put,"2019-10-16","2019-10-02",2945.0,71.3,77.7,8
SPXW,2887.61,call,"2019-10-16","2019-10-02",2950.0,12.3,12.7,7
SPXW,2887.61,put,"2019-10-16","2019-10-02",2950.0,74.6,80.9,40
SPXW,2887.61,call,"2019-10-16","2019-10-02",2955.0,10.8,11.2,30
SPXW,2887.61,put,"2019-10-16","2019-10-02",2955.0,78.0,85.9,11
SPXW,2887.61,call,"2019-10-16","2019-10-02",2960.0,9.4,9.7,30
SPXW,2887.61,put,"2019-10-16","2019-10-02",2960.0,81.3,90.4,14
SPXW,2887.61,call,"2019-10-16","2019-10-02",2965.0,8.1,8.4,78
SPXW,2887.61,put,"2019-10-16","2019-10-02",2965.0,85.2,91.7,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",2970.0,6.9,7.3,106
SPXW,2887.61,put,"2019-10-16","2019-10-02",2970.0,89.1,97.4,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",2975.0,5.9,6.2,126
SPXW,2887.61,put,"2019-10-16","2019-10-02",2975.0,93.0,101.6,21
SPXW,2887.61,call,"2019-10-16","2019-10-02",2980.0,5.0,5.3,56
SPXW,2887.61,put,"2019-10-16","2019-10-02",2980.0,96.9,105.4,5
SPXW,2887.61,call,"2019-10-16","2019-10-02",2985.0,4.2,4.5,20
SPXW,2887.61,put,"2019-10-16","2019-10-02",2985.0,101.1,109.8,3
SPXW,2887.61,call,"2019-10-16","2019-10-02",2990.0,3.6,3.8,78
SPXW,2887.61,put,"2019-10-16","2019-10-02",2990.0,105.6,113.7,18
SPXW,2887.61,call,"2019-10-16","2019-10-02",2995.0,3.0,3.2,103
SPXW,2887.61,put,"2019-10-16","2019-10-02",2995.0,107.6,118.6,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3000.0,2.5,2.7,1109
SPXW,2887.61,put,"2019-10-16","2019-10-02",3000.0,112.9,123.0,7
SPXW,2887.61,call,"2019-10-16","2019-10-02",3005.0,2.1,2.25,144
SPXW,2887.61,call,"2019-10-16","2019-10-02",3010.0,1.75,1.9,116
SPXW,2887.61,put,"2019-10-16","2019-10-02",3010.0,121.8,132.1,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",3015.0,1.45,1.6,84
SPXW,2887.61,put,"2019-10-16","2019-10-02",3015.0,126.1,136.2,4
SPXW,2887.61,call,"2019-10-16","2019-10-02",3020.0,1.25,1.4,92
SPXW,2887.61,put,"2019-10-16","2019-10-02",3020.0,130.8,140.9,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3025.0,1.05,1.2,589
SPXW,2887.61,put,"2019-10-16","2019-10-02",3025.0,135.6,145.5,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3030.0,0.9,1.0,140
SPXW,2887.61,put,"2019-10-16","2019-10-02",3030.0,140.4,151.0,3
SPXW,2887.61,call,"2019-10-16","2019-10-02",3035.0,0.75,0.9,76
SPXW,2887.61,call,"2019-10-16","2019-10-02",3040.0,0.65,0.75,140
SPXW,2887.61,call,"2019-10-16","2019-10-02",3045.0,0.55,0.7,19
SPXW,2887.61,put,"2019-10-16","2019-10-02",3045.0,155.3,165.6,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3050.0,0.45,0.6,992
SPXW,2887.61,put,"2019-10-16","2019-10-02",3050.0,164.3,170.2,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",3055.0,0.4,0.55,41
SPXW,2887.61,call,"2019-10-16","2019-10-02",3060.0,0.35,0.5,50
SPXW,2887.61,call,"2019-10-16","2019-10-02",3065.0,0.3,0.45,1
SPXW,2887.61,put,"2019-10-16","2019-10-02",3065.0,174.8,185.2,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3070.0,0.25,0.4,23
SPXW,2887.61,put,"2019-10-16","2019-10-02",3070.0,179.6,190.2,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",3075.0,0.2,0.35,3
SPXW,2887.61,call,"2019-10-16","2019-10-02",3080.0,0.15,0.3,30
SPXW,2887.61,call,"2019-10-16","2019-10-02",3085.0,0.15,0.3,2
SPXW,2887.61,call,"2019-10-16","2019-10-02",3090.0,0.1,0.25,14
SPXW,2887.61,call,"2019-10-16","2019-10-02",3095.0,0.1,0.25,12
SPXW,2887.61,call,"2019-10-16","2019-10-02",3100.0,0.1,0.25,8
SPXW,2887.61,call,"2019-10-16","2019-10-02",3110.0,0.05,0.2,1
SPXW,2887.61,call,"2019-10-16","2019-10-02",3125.0,0.0,0.2,196
SPXW,2887.61,put,"2019-10-18","2019-10-02",2125.0,0.0,0.15,5
SPXW,2887.61,put,"2019-10-18","2019-10-02",2150.0,0.05,0.15,12
SPXW,2887.61,put,"2019-10-18","2019-10-02",2175.0,0.05,0.15,10
SPXW,2887.61,put,"2019-10-18","2019-10-02",2200.0,0.1,0.15,2728
SPXW,2887.61,put,"2019-10-18","2019-10-02",2230.0,0.05,0.2,700
SPXW,2887.61,put,"2019-10-18","2019-10-02",2275.0,0.1,0.2,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2300.0,0.15,0.25,68
SPXW,2887.61,put,"2019-10-18","2019-10-02",2325.0,0.2,0.3,95
SPXW,2887.61,put,"2019-10-18","2019-10-02",2350.0,0.2,0.35,2
SPXW,2887.61,put,"2019-10-18","2019-10-02",2365.0,0.25,0.35,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2375.0,0.3,0.4,20
SPXW,2887.61,put,"2019-10-18","2019-10-02",2395.0,0.35,0.45,8
SPXW,2887.61,put,"2019-10-18","2019-10-02",2400.0,0.35,0.5,449
SPXW,2887.61,put,"2019-10-18","2019-10-02",2415.0,0.4,0.55,235
SPXW,2887.61,put,"2019-10-18","2019-10-02",2425.0,0.45,0.55,57
SPXW,2887.61,put,"2019-10-18","2019-10-02",2430.0,0.5,0.6,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2435.0,0.5,0.65,202
SPXW,2887.61,put,"2019-10-18","2019-10-02",2445.0,0.55,0.7,42
SPXW,2887.61,put,"2019-10-18","2019-10-02",2450.0,0.6,0.7,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2465.0,0.7,0.8,2
SPXW,2887.61,put,"2019-10-18","2019-10-02",2470.0,0.7,0.85,121
SPXW,2887.61,put,"2019-10-18","2019-10-02",2475.0,0.75,0.85,55
SPXW,2887.61,put,"2019-10-18","2019-10-02",2485.0,0.85,0.95,44
SPXW,2887.61,put,"2019-10-18","2019-10-02",2490.0,0.85,1.0,126
SPXW,2887.61,put,"2019-10-18","2019-10-02",2495.0,0.9,1.0,5
SPXW,2887.61,call,"2019-10-18","2019-10-02",2500.0,377.2,391.9,400
SPXW,2887.61,put,"2019-10-18","2019-10-02",2500.0,0.95,1.05,29
SPXW,2887.61,put,"2019-10-18","2019-10-02",2505.0,1.0,1.1,50
SPXW,2887.61,put,"2019-10-18","2019-10-02",2510.0,1.05,1.15,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2515.0,1.1,1.2,121
SPXW,2887.61,put,"2019-10-18","2019-10-02",2520.0,1.15,1.25,6
SPXW,2887.61,call,"2019-10-18","2019-10-02",2525.0,353.7,366.6,400
SPXW,2887.61,put,"2019-10-18","2019-10-02",2525.0,1.25,1.35,171
SPXW,2887.61,put,"2019-10-18","2019-10-02",2530.0,1.3,1.4,1
SPXW,2887.61,put,"2019-10-18","2019-10-02",2545.0,1.5,1.6,9
SPXW,2887.61,call,"2019-10-18","2019-10-02",2550.0,327.8,341.4,7
SPXW,2887.61,put,"2019-10-18","2019-10-02",2550.0,1.55,1.7,65
SPXW,2887.61,put,"2019-10-18","2019-10-02",2555.0,1.65,1.75,3
SPXW,2887.61,call,"2019-10-18","2019-10-02",2560.0,318.0,332.2,14
SPXW,2887.61,put,"2019-10-18","2019-10-02",2560.0,1.75,1.85,101
SPXW,2887.61,call,"2019-10-18","2019-10-02",2565.0,313.1,327.1,14
SPXW,2887.61,put,"2019-10-18","2019-10-02",2565.0,1.85,1.95,48
SPXW,2887.61,put,"2019-10-18","2019-10-02",2570.0,1.9,2.05,39
SPXW,2887.61,put,"2019-10-18","2019-10-02",2575.0,2.0,2.15,35
