"underlying","underlying_last","type","expiration","quotedate","strike","bid","ask","volume"
SPXW,3046.77,call,"2019-12-27","2019-10-30",3185.0,6.6,7.1,28
SPXW,3046.77,call,"2019-12-27","2019-10-30",3200.0,5.2,5.4,2
SPXW,3046.77,call,"2019-12-27","2019-10-30",3225.0,3.2,3.5,62
SPXW,3046.77,call,"2019-12-27","2019-10-30",3250.0,2.05,2.25,1
SPXW,3046.77,call,"2019-12-27","2019-10-30",3275.0,1.3,1.5,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",1550.0,0.0,0.15,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",1900.0,0.25,0.35,10
SPXW,3046.77,put,"2019-12-31","2019-10-30",1950.0,0.3,0.45,5
SPXW,3046.77,put,"2019-12-31","2019-10-30",1975.0,0.35,0.4,7
SPXW,3046.77,put,"2019-12-31","2019-10-30",2000.0,0.35,0.45,4
SPXW,3046.77,put,"2019-12-31","2019-10-30",2050.0,0.45,0.6,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",2075.0,0.5,0.6,63
SPXW,3046.77,put,"2019-12-31","2019-10-30",2100.0,0.55,0.65,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2200.0,0.75,0.9,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2250.0,0.9,1.05,86
SPXW,3046.77,put,"2019-12-31","2019-10-30",2300.0,1.1,1.25,7
SPXW,3046.77,put,"2019-12-31","2019-10-30",2320.0,1.2,1.35,10
SPXW,3046.77,put,"2019-12-31","2019-10-30",2325.0,1.25,1.35,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2330.0,1.25,1.4,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2340.0,1.3,1.45,40
SPXW,3046.77,put,"2019-12-31","2019-10-30",2350.0,1.35,1.5,1303
SPXW,3046.77,put,"2019-12-31","2019-10-30",2360.0,1.45,1.55,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2375.0,1.5,1.65,38
SPXW,3046.77,put,"2019-12-31","2019-10-30",2390.0,1.6,1.75,9
SPXW,3046.77,put,"2019-12-31","2019-10-30",2400.0,1.7,1.85,12
SPXW,3046.77,put,"2019-12-31","2019-10-30",2440.0,2.05,2.2,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",2450.0,2.15,2.3,4
SPXW,3046.77,put,"2019-12-31","2019-10-30",2470.0,2.35,2.55,20
SPXW,3046.77,put,"2019-12-31","2019-10-30",2475.0,2.45,2.6,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2520.0,3.0,3.2,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2530.0,3.2,3.4,5
SPXW,3046.77,put,"2019-12-31","2019-10-30",2575.0,4.0,4.3,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2600.0,4.6,4.9,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",2615.0,5.0,5.3,230
SPXW,3046.77,put,"2019-12-31","2019-10-30",2625.0,5.3,5.6,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2630.0,5.5,5.7,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2650.0,6.1,6.4,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2660.0,6.5,6.7,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2675.0,7.1,7.3,1004
SPXW,3046.77,put,"2019-12-31","2019-10-30",2680.0,7.2,7.5,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2690.0,7.7,7.9,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2700.0,8.1,8.4,113
SPXW,3046.77,put,"2019-12-31","2019-10-30",2710.0,8.6,8.9,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2720.0,9.1,9.3,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2725.0,9.3,9.6,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",2730.0,9.6,9.9,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2735.0,9.8,10.1,57
SPXW,3046.77,put,"2019-12-31","2019-10-30",2740.0,10.1,10.4,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2745.0,10.4,10.7,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2750.0,10.7,11.0,1187
SPXW,3046.77,put,"2019-12-31","2019-10-30",2760.0,11.3,11.7,5
SPXW,3046.77,put,"2019-12-31","2019-10-30",2765.0,11.6,12.1,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2770.0,11.8,12.4,22
SPXW,3046.77,put,"2019-12-31","2019-10-30",2775.0,12.3,12.6,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2780.0,12.5,13.1,24
SPXW,3046.77,put,"2019-12-31","2019-10-30",2790.0,13.3,13.8,5
SPXW,3046.77,put,"2019-12-31","2019-10-30",2800.0,14.2,14.5,158
SPXW,3046.77,put,"2019-12-31","2019-10-30",2810.0,14.9,15.4,84
SPXW,3046.77,put,"2019-12-31","2019-10-30",2815.0,15.2,15.9,1019
SPXW,3046.77,put,"2019-12-31","2019-10-30",2820.0,15.9,16.3,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2825.0,16.1,16.8,78
SPXW,3046.77,put,"2019-12-31","2019-10-30",2830.0,16.7,17.2,3
SPXW,3046.77,put,"2019-12-31","2019-10-30",2835.0,17.2,17.7,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2840.0,17.6,18.1,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2845.0,18.1,18.6,10
SPXW,3046.77,put,"2019-12-31","2019-10-30",2850.0,18.7,19.1,22
SPXW,3046.77,put,"2019-12-31","2019-10-30",2860.0,19.8,20.2,13
SPXW,3046.77,put,"2019-12-31","2019-10-30",2870.0,20.6,21.4,13
SPXW,3046.77,put,"2019-12-31","2019-10-30",2880.0,21.8,22.6,65
SPXW,3046.77,put,"2019-12-31","2019-10-30",2890.0,23.1,23.9,42
SPXW,3046.77,put,"2019-12-31","2019-10-30",2900.0,24.6,25.0,249
SPXW,3046.77,put,"2019-12-31","2019-10-30",2905.0,25.1,25.9,11
SPXW,3046.77,put,"2019-12-31","2019-10-30",2910.0,26.0,26.6,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2915.0,26.7,27.3,11
SPXW,3046.77,put,"2019-12-31","2019-10-30",2920.0,27.3,28.2,7
SPXW,3046.77,call,"2019-12-31","2019-10-30",2925.0,149.8,151.6,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2925.0,28.3,28.7,6
SPXW,3046.77,call,"2019-12-31","2019-10-30",2930.0,143.4,149.6,2
SPXW,3046.77,call,"2019-12-31","2019-10-30",2935.0,141.5,143.2,4
SPXW,3046.77,put,"2019-12-31","2019-10-30",2940.0,30.6,31.5,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",2945.0,133.2,134.9,4
SPXW,3046.77,put,"2019-12-31","2019-10-30",2945.0,31.7,32.4,16
SPXW,3046.77,call,"2019-12-31","2019-10-30",2950.0,127.2,132.0,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2950.0,32.6,33.3,51
SPXW,3046.77,call,"2019-12-31","2019-10-30",2955.0,125.0,127.1,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2960.0,34.3,35.3,27
SPXW,3046.77,put,"2019-12-31","2019-10-30",2965.0,35.3,36.3,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",2970.0,36.5,37.2,63
SPXW,3046.77,put,"2019-12-31","2019-10-30",2975.0,37.4,38.4,106
SPXW,3046.77,call,"2019-12-31","2019-10-30",2980.0,105.5,107.0,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2980.0,38.7,39.4,27
SPXW,3046.77,call,"2019-12-31","2019-10-30",2985.0,101.7,103.1,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",2990.0,97.9,99.3,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",2990.0,40.8,41.9,8
SPXW,3046.77,call,"2019-12-31","2019-10-30",3000.0,90.5,91.9,2
SPXW,3046.77,put,"2019-12-31","2019-10-30",3000.0,43.5,44.3,60
SPXW,3046.77,call,"2019-12-31","2019-10-30",3005.0,86.9,88.2,24
SPXW,3046.77,put,"2019-12-31","2019-10-30",3005.0,44.8,45.6,10
SPXW,3046.77,put,"2019-12-31","2019-10-30",3010.0,46.2,47.0,9
SPXW,3046.77,put,"2019-12-31","2019-10-30",3015.0,47.6,48.5,12
SPXW,3046.77,call,"2019-12-31","2019-10-30",3020.0,76.2,77.5,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",3020.0,49.1,50.0,76
SPXW,3046.77,call,"2019-12-31","2019-10-30",3025.0,72.9,74.1,209
SPXW,3046.77,put,"2019-12-31","2019-10-30",3025.0,50.3,51.5,220
SPXW,3046.77,call,"2019-12-31","2019-10-30",3030.0,69.3,70.9,20
SPXW,3046.77,put,"2019-12-31","2019-10-30",3030.0,51.9,53.2,20
SPXW,3046.77,call,"2019-12-31","2019-10-30",3035.0,66.0,67.3,6
SPXW,3046.77,put,"2019-12-31","2019-10-30",3035.0,53.6,54.9,76
SPXW,3046.77,put,"2019-12-31","2019-10-30",3040.0,55.7,56.6,20
SPXW,3046.77,put,"2019-12-31","2019-10-30",3045.0,57.4,58.4,11
SPXW,3046.77,call,"2019-12-31","2019-10-30",3050.0,56.7,57.8,1283
SPXW,3046.77,put,"2019-12-31","2019-10-30",3050.0,59.3,60.3,5
SPXW,3046.77,call,"2019-12-31","2019-10-30",3060.0,50.5,51.8,6
SPXW,3046.77,call,"2019-12-31","2019-10-30",3065.0,47.9,48.9,4
SPXW,3046.77,put,"2019-12-31","2019-10-30",3065.0,64.8,66.5,4
SPXW,3046.77,call,"2019-12-31","2019-10-30",3070.0,45.2,46.1,18
SPXW,3046.77,put,"2019-12-31","2019-10-30",3070.0,66.9,68.6,501
SPXW,3046.77,call,"2019-12-31","2019-10-30",3075.0,42.6,43.4,2540
SPXW,3046.77,put,"2019-12-31","2019-10-30",3075.0,69.9,71.0,18
SPXW,3046.77,call,"2019-12-31","2019-10-30",3080.0,39.9,40.7,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",3080.0,71.7,73.5,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3085.0,37.3,38.2,27
SPXW,3046.77,call,"2019-12-31","2019-10-30",3090.0,35.1,36.0,5
SPXW,3046.77,put,"2019-12-31","2019-10-30",3095.0,80.0,81.3,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3100.0,30.7,31.4,1648
SPXW,3046.77,call,"2019-12-31","2019-10-30",3110.0,26.3,27.4,22
SPXW,3046.77,put,"2019-12-31","2019-10-30",3110.0,87.2,91.9,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",3115.0,91.6,93.1,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3120.0,22.8,23.6,1
SPXW,3046.77,put,"2019-12-31","2019-10-30",3120.0,94.8,96.3,2
SPXW,3046.77,call,"2019-12-31","2019-10-30",3125.0,21.2,21.9,322
SPXW,3046.77,call,"2019-12-31","2019-10-30",3135.0,18.1,18.7,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3140.0,16.7,17.3,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3145.0,15.3,16.0,247
SPXW,3046.77,call,"2019-12-31","2019-10-30",3150.0,14.1,14.7,28
SPXW,3046.77,call,"2019-12-31","2019-10-30",3155.0,13.1,13.5,19
SPXW,3046.77,put,"2019-12-31","2019-10-30",3155.0,119.4,121.4,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3160.0,11.9,12.5,27
SPXW,3046.77,call,"2019-12-31","2019-10-30",3165.0,10.9,11.4,3
SPXW,3046.77,call,"2019-12-31","2019-10-30",3170.0,10.0,10.5,6
SPXW,3046.77,call,"2019-12-31","2019-10-30",3175.0,9.2,9.7,2
SPXW,3046.77,call,"2019-12-31","2019-10-30",3180.0,8.3,8.9,40
SPXW,3046.77,call,"2019-12-31","2019-10-30",3195.0,6.4,6.8,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3200.0,5.9,6.2,163
SPXW,3046.77,call,"2019-12-31","2019-10-30",3210.0,4.9,5.2,4
SPXW,3046.77,call,"2019-12-31","2019-10-30",3215.0,4.5,4.8,9
SPXW,3046.77,call,"2019-12-31","2019-10-30",3220.0,4.1,4.4,8
SPXW,3046.77,call,"2019-12-31","2019-10-30",3230.0,3.4,3.7,4
SPXW,3046.77,call,"2019-12-31","2019-10-30",3240.0,2.9,3.1,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3250.0,2.45,2.65,2801
SPXW,3046.77,call,"2019-12-31","2019-10-30",3280.0,1.5,1.65,1
SPXW,3046.77,call,"2019-12-31","2019-10-30",3350.0,0.5,0.65,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",1600.0,0.05,0.25,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",1700.0,0.15,0.3,71
SPXW,3046.77,put,"2020-01-17","2019-10-30",1775.0,0.25,0.4,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",1800.0,0.3,0.5,11
SPXW,3046.77,put,"2020-01-17","2019-10-30",1925.0,0.5,0.7,9
SPXW,3046.77,put,"2020-01-17","2019-10-30",2050.0,0.8,1.0,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2250.0,1.7,1.9,3
SPXW,3046.77,put,"2020-01-17","2019-10-30",2275.0,1.85,2.1,18
SPXW,3046.77,put,"2020-01-17","2019-10-30",2300.0,2.05,2.3,3
SPXW,3046.77,put,"2020-01-17","2019-10-30",2350.0,2.55,2.8,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",2400.0,3.1,3.4,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2420.0,3.4,3.7,230
SPXW,3046.77,put,"2020-01-17","2019-10-30",2500.0,4.9,5.2,26
SPXW,3046.77,put,"2020-01-17","2019-10-30",2520.0,5.4,5.7,91
SPXW,3046.77,put,"2020-01-17","2019-10-30",2540.0,6.0,6.3,26
SPXW,3046.77,put,"2020-01-17","2019-10-30",2560.0,6.6,6.9,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",2565.0,6.7,7.0,83
SPXW,3046.77,call,"2020-01-17","2019-10-30",2600.0,454.3,457.1,35
SPXW,3046.77,put,"2020-01-17","2019-10-30",2605.0,8.2,8.6,27
SPXW,3046.77,put,"2020-01-17","2019-10-30",2620.0,8.8,9.2,7
SPXW,3046.77,put,"2020-01-17","2019-10-30",2625.0,9.0,9.4,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",2630.0,9.2,9.6,16
SPXW,3046.77,put,"2020-01-17","2019-10-30",2640.0,9.7,10.1,15
SPXW,3046.77,call,"2020-01-17","2019-10-30",2650.0,406.9,409.5,35
SPXW,3046.77,put,"2020-01-17","2019-10-30",2650.0,10.1,10.6,35
SPXW,3046.77,put,"2020-01-17","2019-10-30",2665.0,10.9,11.4,18
SPXW,3046.77,put,"2020-01-17","2019-10-30",2670.0,11.2,11.7,21
SPXW,3046.77,put,"2020-01-17","2019-10-30",2680.0,11.7,12.2,22
SPXW,3046.77,put,"2020-01-17","2019-10-30",2685.0,12.0,12.5,20
SPXW,3046.77,put,"2020-01-17","2019-10-30",2690.0,12.3,12.8,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",2695.0,12.6,13.1,12
SPXW,3046.77,put,"2020-01-17","2019-10-30",2700.0,12.9,13.4,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2710.0,13.5,14.0,10
SPXW,3046.77,put,"2020-01-17","2019-10-30",2725.0,14.6,15.1,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2730.0,14.9,15.4,8
SPXW,3046.77,put,"2020-01-17","2019-10-30",2745.0,16.0,16.6,2
SPXW,3046.77,put,"2020-01-17","2019-10-30",2750.0,16.4,17.0,2
SPXW,3046.77,put,"2020-01-17","2019-10-30",2760.0,17.2,17.8,11
SPXW,3046.77,put,"2020-01-17","2019-10-30",2800.0,20.8,21.4,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2860.0,27.3,28.1,2
SPXW,3046.77,put,"2020-01-17","2019-10-30",2875.0,29.6,30.2,176
SPXW,3046.77,put,"2020-01-17","2019-10-30",2880.0,30.3,30.9,9
SPXW,3046.77,put,"2020-01-17","2019-10-30",2890.0,31.7,32.3,2
SPXW,3046.77,put,"2020-01-17","2019-10-30",2900.0,33.2,33.9,203
SPXW,3046.77,put,"2020-01-17","2019-10-30",2920.0,36.5,37.2,10
SPXW,3046.77,call,"2020-01-17","2019-10-30",2960.0,132.9,134.4,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",2960.0,44.1,45.1,4
SPXW,3046.77,put,"2020-01-17","2019-10-30",2970.0,46.4,47.1,4
SPXW,3046.77,put,"2020-01-17","2019-10-30",2990.0,51.0,52.1,9
SPXW,3046.77,put,"2020-01-17","2019-10-30",3000.0,53.8,54.6,7
SPXW,3046.77,put,"2020-01-17","2019-10-30",3005.0,55.1,56.0,18
SPXW,3046.77,put,"2020-01-17","2019-10-30",3010.0,56.5,57.3,20
SPXW,3046.77,put,"2020-01-17","2019-10-30",3025.0,61.0,61.9,1
SPXW,3046.77,put,"2020-01-17","2019-10-30",3030.0,62.6,63.5,87
SPXW,3046.77,put,"2020-01-17","2019-10-30",3040.0,65.5,66.9,6
SPXW,3046.77,call,"2020-01-17","2019-10-30",3045.0,72.2,73.2,2
SPXW,3046.77,put,"2020-01-17","2019-10-30",3045.0,67.8,68.7,30
SPXW,3046.77,put,"2020-01-17","2019-10-30",3050.0,69.6,70.5,196
SPXW,3046.77,call,"2020-01-17","2019-10-30",3065.0,60.1,61.0,2
SPXW,3046.77,call,"2020-01-17","2019-10-30",3100.0,41.6,42.4,172
SPXW,3046.77,put,"2020-01-17","2019-10-30",3100.0,91.7,92.9,10
SPXW,3046.77,call,"2020-01-17","2019-10-30",3120.0,32.9,33.7,9
SPXW,3046.77,call,"2020-01-17","2019-10-30",3125.0,30.7,31.8,6
SPXW,3046.77,call,"2020-01-17","2019-10-30",3135.0,27.3,28.0,11
SPXW,3046.77,call,"2020-01-17","2019-10-30",3150.0,22.3,23.0,2
SPXW,3046.77,call,"2020-01-17","2019-10-30",3155.0,20.9,21.6,113
SPXW,3046.77,call,"2020-01-17","2019-10-30",3160.0,19.5,20.2,5
SPXW,3046.77,call,"2020-01-17","2019-10-30",3165.0,18.2,18.9,23
SPXW,3046.77,call,"2020-01-17","2019-10-30",3170.0,16.9,17.6,101
SPXW,3046.77,call,"2020-01-17","2019-10-30",3175.0,15.7,16.5,5
SPXW,3046.77,call,"2020-01-17","2019-10-30",3180.0,14.7,15.3,1
SPXW,3046.77,call,"2020-01-17","2019-10-30",3185.0,13.7,14.2,2
SPXW,3046.77,call,"2020-01-17","2019-10-30",3200.0,10.9,11.6,113
SPXW,3046.77,call,"2020-01-17","2019-10-30",3205.0,10.2,10.6,1
SPXW,3046.77,call,"2020-01-17","2019-10-30",3210.0,9.5,9.9,1
SPXW,3046.77,call,"2020-01-17","2019-10-30",3230.0,7.1,7.4,1
SPXW,3046.77,call,"2020-01-17","2019-10-30",3500.0,0.15,0.4,5
SPXW,3046.77,call,"2020-01-17","2019-10-30",3600.0,0.05,0.15,8
SPXW,3046.77,put,"2020-01-31","2019-10-30",1600.0,0.15,0.25,5000
SPXW,3046.77,put,"2020-01-31","2019-10-30",1700.0,0.3,0.45,10
SPXW,3046.77,put,"2020-01-31","2019-10-30",2000.0,1.0,1.2,5003
SPXW,3046.77,put,"2020-01-31","2019-10-30",2100.0,1.5,1.6,11
SPXW,3046.77,put,"2020-01-31","2019-10-30",2150.0,1.65,1.9,70
SPXW,3046.77,put,"2020-01-31","2019-10-30",2225.0,2.25,2.45,20
SPXW,3046.77,put,"2020-01-31","2019-10-30",2250.0,2.45,2.7,3
SPXW,3046.77,put,"2020-01-31","2019-10-30",2275.0,2.7,2.95,2
SPXW,3046.77,put,"2020-01-31","2019-10-30",2350.0,3.7,4.0,10
SPXW,3046.77,put,"2020-01-31","2019-10-30",2475.0,6.2,6.6,13
SPXW,3046.77,put,"2020-01-31","2019-10-30",2600.0,10.9,11.3,9
SPXW,3046.77,put,"2020-01-31","2019-10-30",2670.0,15.0,15.5,743
SPXW,3046.77,put,"2020-01-31","2019-10-30",2675.0,15.1,15.8,1
SPXW,3046.77,put,"2020-01-31","2019-10-30",2690.0,16.4,16.9,1
SPXW,3046.77,put,"2020-01-31","2019-10-30",2700.0,17.1,17.6,25
SPXW,3046.77,put,"2020-01-31","2019-10-30",2710.0,17.9,18.4,1
SPXW,3046.77,put,"2020-01-31","2019-10-30",2725.0,18.8,19.6,55
SPXW,3046.77,put,"2020-01-31","2019-10-30",2730.0,19.5,20.0,39
SPXW,3046.77,put,"2020-01-31","2019-10-30",2750.0,21.0,21.8,2
SPXW,3046.77,put,"2020-01-31","2019-10-30",2790.0,25.0,25.8,1
SPXW,3046.77,put,"2020-01-31","2019-10-30",2840.0,31.2,31.8,6
SPXW,3046.77,put,"2020-01-31","2019-10-30",2880.0,36.9,37.6,84
SPXW,3046.77,put,"2020-01-31","2019-10-30",2900.0,40.0,41.1,1005
SPXW,3046.77,put,"2020-01-31","2019-10-30",2920.0,43.6,44.7,191
SPXW,3046.77,put,"2020-01-31","2019-10-30",2940.0,47.5,48.6,3
SPXW,3046.77,put,"2020-01-31","2019-10-30",2950.0,49.6,50.7,58
SPXW,3046.77,put,"2020-01-31","2019-10-30",2960.0,51.8,52.9,23
SPXW,3046.77,put,"2020-01-31","2019-10-30",2975.0,55.3,56.5,10
SPXW,3046.77,put,"2020-01-31","2019-10-30",2980.0,56.5,57.7,1
SPXW,3046.77,put,"2020-01-31","2019-10-30",3000.0,61.5,62.9,2
SPXW,3046.77,put,"2020-01-31","2019-10-30",3020.0,67.6,68.5,192
SPXW,3046.77,call,"2020-01-31","2019-10-30",3030.0,91.0,92.2,100
SPXW,3046.77,put,"2020-01-31","2019-10-30",3030.0,70.2,71.7,39
SPXW,3046.77,call,"2020-01-31","2019-10-30",3050.0,78.1,79.2,21
SPXW,3046.77,call,"2020-01-31","2019-10-30",3060.0,71.5,73.0,1
SPXW,3046.77,call,"2020-01-31","2019-10-30",3100.0,49.9,50.7,1
SPXW,3046.77,call,"2020-01-31","2019-10-30",3120.0,40.5,41.4,1
SPXW,3046.77,call,"2020-01-31","2019-10-30",3175.0,21.0,22.0,144
SPXW,3046.77,call,"2020-01-31","2019-10-30",3200.0,15.4,16.0,1
SPXW,3046.77,call,"2020-01-31","2019-10-30",3225.0,11.0,11.5,1
SPXW,3046.77,call,"2020-01-31","2019-10-30",3250.0,7.9,8.3,26
SPXW,3046.77,call,"2020-01-31","2019-10-30",3275.0,5.7,6.1,2
SPXW,3046.77,call,"2020-01-31","2019-10-30",3350.0,2.3,2.6,453
SPXW,3046.77,call,"2020-01-31","2019-10-30",3700.0,0.0,0.15,9
SPXW,3046.77,put,"2020-02-21","2019-10-30",1975.0,1.4,1.6,1
SPXW,3046.77,put,"2020-02-21","2019-10-30",2025.0,1.65,1.9,268
SPXW,3046.77,put,"2020-02-21","2019-10-30",2050.0,1.8,2.05,5
SPXW,3046.77,put,"2020-02-21","2019-10-30",2150.0,2.65,2.9,268
SPXW,3046.77,put,"2020-02-21","2019-10-30",2300.0,4.7,5.0,9
SPXW,3046.77,put,"2020-02-21","2019-10-30",2500.0,10.7,11.1,9
SPXW,3046.77,put,"2020-02-21","2019-10-30",2705.0,24.2,24.8,6
SPXW,3046.77,put,"2020-02-21","2019-10-30",2710.0,24.7,25.3,6
SPXW,3046.77,put,"2020-02-21","2019-10-30",2750.0,27.7,30.8,2
SPXW,3046.77,put,"2020-02-21","2019-10-30",2850.0,41.9,42.6,1
SPXW,3046.77,put,"2020-02-21","2019-10-30",2865.0,42.9,46.7,8
SPXW,3046.77,put,"2020-02-21","2019-10-30",2880.0,46.8,47.6,8
SPXW,3046.77,put,"2020-02-21","2019-10-30",2885.0,47.7,48.4,8
SPXW,3046.77,put,"2020-02-21","2019-10-30",2900.0,50.4,51.2,8
SPXW,3046.77,put,"2020-02-21","2019-10-30",2905.0,51.4,52.1,5
SPXW,3046.77,put,"2020-02-21","2019-10-30",2910.0,52.4,53.1,5
SPXW,3046.77,put,"2020-02-21","2019-10-30",2950.0,60.8,61.6,3
SPXW,3046.77,put,"2020-02-21","2019-10-30",2960.0,61.4,65.8,3
SPXW,3046.77,put,"2020-02-21","2019-10-30",2980.0,68.1,68.9,50
SPXW,3046.77,put,"2020-02-21","2019-10-30",2985.0,69.4,70.3,50
SPXW,3046.77,put,"2020-02-21","2019-10-30",2990.0,69.0,73.6,50
SPXW,3046.77,call,"2020-02-21","2019-10-30",3015.0,111.8,113.1,1
SPXW,3046.77,put,"2020-02-21","2019-10-30",3015.0,77.9,78.8,1
SPXW,3046.77,call,"2020-02-21","2019-10-30",3025.0,105.0,106.2,1
SPXW,3046.77,put,"2020-02-21","2019-10-30",3025.0,81.1,82.0,1
SPXW,3046.77,call,"2020-02-21","2019-10-30",3075.0,73.6,74.7,4
SPXW,3046.77,put,"2020-02-21","2019-10-30",3075.0,99.2,100.3,4
SPXW,3046.77,call,"2020-02-21","2019-10-30",3080.0,70.9,71.9,4
SPXW,3046.77,put,"2020-02-21","2019-10-30",3080.0,101.3,102.4,4
SPXW,3046.77,call,"2020-02-21","2019-10-30",3090.0,65.3,66.3,50
SPXW,3046.77,call,"2020-02-21","2019-10-30",3095.0,62.5,63.5,50
SPXW,3046.77,call,"2020-02-21","2019-10-30",3100.0,60.0,61.0,50
SPXW,3046.77,call,"2020-02-21","2019-10-30",3105.0,57.4,58.4,3
SPXW,3046.77,call,"2020-02-21","2019-10-30",3115.0,52.5,53.4,3
SPXW,3046.77,call,"2020-02-21","2019-10-30",3300.0,6.7,7.2,9
SPXW,3046.77,call,"2020-02-21","2019-10-30",3500.0,1.0,1.3,11
SPXW,3046.77,call,"2020-02-21","2019-10-30",3600.0,0.4,0.7,2
SPXW,3046.77,put,"2020-02-28","2019-10-30",2000.0,1.7,1.9,10
SPXW,3046.77,put,"2020-02-28","2019-10-30",2100.0,2.45,2.7,1010
SPXW,3046.77,put,"2020-02-28","2019-10-30",2275.0,4.9,5.2,4
SPXW,3046.77,put,"2020-02-28","2019-10-30",2300.0,5.4,5.7,8
SPXW,3046.77,put,"2020-02-28","2019-10-30",2325.0,6.0,6.3,4
SPXW,3046.77,put,"2020-02-28","2019-10-30",2350.0,6.6,6.9,1
SPXW,3046.77,put,"2020-02-28","2019-10-30",2425.0,8.9,9.3,500
SPXW,3046.77,put,"2020-02-28","2019-10-30",2600.0,13.7,22.7,3
SPXW,3046.77,put,"2020-02-28","2019-10-30",2625.0,19.7,20.2,1
SPXW,3046.77,put,"2020-02-28","2019-10-30",2650.0,21.6,22.2,1
SPXW,3046.77,put,"2020-02-28","2019-10-30",2750.0,31.4,32.1,15
SPXW,3046.77,put,"2020-02-28","2019-10-30",2940.0,58.6,66.1,1
SPXW,3046.77,put,"2020-02-28","2019-10-30",2950.0,61.8,69.6,7
SPXW,3046.77,put,"2020-02-28","2019-10-30",3030.0,83.4,91.7,10
SPXW,3046.77,put,"2020-02-28","2019-10-30",3050.0,93.6,94.6,20
SPXW,3046.77,call,"2020-02-28","2019-10-30",3120.0,53.4,54.3,9
SPXW,3046.77,put,"2020-03-20","2019-10-30",1000.0,0.0,0.2,18
SPXW,3046.77,put,"2020-03-20","2019-10-30",1550.0,0.35,0.65,28
SPXW,3046.77,put,"2020-03-20","2019-10-30",1700.0,0.7,1.0,10
SPXW,3046.77,put,"2020-03-20","2019-10-30",2075.0,3.1,3.4,1
SPXW,3046.77,put,"2020-03-20","2019-10-30",2100.0,3.4,3.8,1
